km_age,mark,model,power,segment,state,transmission,year,engine_type,region,body_type,color,drive_type,drive_type_imputed,wheell_type,condition,owners_count,price
0,57,302,82,0,0,1,2020,2,64,13,11,1,1,0,1,0,759010
82000,20,196,125,1,1,1,2013,2,64,19,1,2,0,0,0,1,585000
160000,36,440,175,1,1,0,2013,2,64,1,10,3,0,0,0,1,1174000
0,73,466,150,1,0,2,2020,2,64,1,6,1,1,0,1,0,1950500
111000,57,302,113,0,1,1,2017,2,65,13,1,2,0,0,0,1,560000
101074,70,293,276,2,1,0,2016,2,64,1,14,3,0,0,0,1,2898000
12000,72,238,87,0,1,1,2017,2,65,8,1,2,0,0,0,1,420000
105000,36,354,150,1,1,0,2016,2,64,13,14,2,0,0,0,1,1247000
74504,32,389,222,2,1,0,2013,2,64,1,1,3,0,0,0,2,1297000
0,63,282,150,1,0,2,2020,2,64,1,0,1,1,0,1,0,1884900
87106,51,386,144,1,1,3,2014,2,64,1,12,3,0,0,0,2,1239000
81000,20,196,105,1,1,2,2013,2,64,19,14,2,0,0,0,1,499000
31000,36,440,200,1,1,0,2018,0,64,1,11,3,0,0,0,1,2480000
0,49,357,146,1,0,3,2020,2,64,1,1,1,1,0,1,0,2174535
6932,70,401,146,1,1,3,2019,2,64,1,6,3,0,0,0,2,2197000
0,73,371,110,0,0,1,2020,2,64,8,1,1,1,0,1,0,1011900
156363,57,319,106,1,1,0,2011,2,64,19,12,2,0,0,0,2,425000
44177,6,510,249,2,1,0,2018,0,64,1,14,3,0,0,0,1,4077000
0,44,220,194,2,0,0,2020,0,64,1,1,1,1,0,1,0,4379120
38892,20,196,105,1,1,2,2017,2,64,13,7,2,0,0,0,1,820000
99000,73,466,170,1,1,0,2015,2,64,1,1,3,0,0,0,1,1490000
104297,51,526,144,1,1,3,2016,2,64,1,11,2,0,0,0,1,1325000
0,51,336,249,1,0,3,2020,2,64,1,12,1,1,0,1,0,2985000
60000,70,401,146,1,1,3,2018,2,64,1,1,3,0,0,0,1,1897000
45375,36,127,128,1,1,0,2019,2,64,13,1,2,0,0,0,1,1250000
104112,6,510,249,2,1,0,2014,0,64,1,14,3,0,0,0,1,3348000
51219,63,284,150,1,1,2,2019,2,64,1,14,2,0,0,0,2,1768000
0,73,120,199,1,0,2,2020,0,64,10,1,1,1,0,1,0,4201700
59000,72,8,74,0,1,1,2008,2,64,16,12,0,0,0,0,1,117000
58000,51,387,141,1,1,1,2013,2,64,1,11,2,0,0,0,1,905000
75863,20,183,249,1,1,0,2017,2,64,1,14,3,0,0,0,2,2550000
51325,70,292,249,2,1,0,2018,0,64,1,14,3,0,0,0,1,5320000
174000,51,365,190,1,1,0,2012,0,64,1,1,3,0,0,0,3,1220000
0,63,282,150,1,0,0,2020,2,64,1,12,1,1,0,1,0,1767400
0,49,357,146,1,0,3,2020,2,64,1,6,1,1,0,1,0,2168100
261860,20,183,212,1,1,0,2008,2,64,1,11,3,0,0,0,2,740000
116000,74,518,210,2,1,0,2010,2,64,1,14,3,0,0,0,3,839000
0,51,336,249,1,0,3,2020,2,64,1,14,1,1,0,1,0,3355000
141510,73,466,150,1,1,2,2016,2,58,1,1,2,0,0,0,1,1149000
64000,53,43,150,1,1,0,2015,2,64,13,1,2,0,0,0,1,649000
0,63,400,90,0,0,1,2020,2,64,8,1,1,1,0,1,0,1063200
0,49,357,167,1,0,3,2020,2,64,1,6,1,1,0,1,0,2306700
0,73,273,110,1,0,0,2020,2,64,13,1,1,1,0,1,0,1775000
126950,9,463,132,0,1,1,2009,2,64,1,11,2,0,0,0,3,250000
0,73,120,199,1,0,2,2020,0,64,10,12,1,1,0,1,0,4483300
0,44,185,197,2,0,0,2020,2,64,13,1,1,1,0,1,0,4073960
0,49,357,146,1,0,3,2020,2,64,1,14,1,1,0,1,0,2098800
0,63,282,150,1,0,0,2020,2,64,1,1,1,1,0,1,0,1693800
0,51,386,144,1,0,3,2020,2,64,1,14,1,1,0,1,0,1894000
0,49,361,181,1,0,1,2020,0,64,1,1,1,1,0,1,0,2657000
0,44,225,249,2,0,0,2020,0,64,1,12,1,1,0,1,0,8497400
0,63,400,125,0,0,2,2020,2,64,8,12,1,1,0,1,0,1210400
147000,63,191,105,1,1,0,2009,2,64,16,11,2,0,0,0,3,375000
227945,20,183,212,1,1,0,2002,2,64,1,10,0,0,0,0,3,425000
0,51,526,177,1,0,3,2020,0,97,1,1,1,1,0,1,0,2165000
240000,38,412,211,2,1,3,2005,3,64,1,14,3,0,0,0,3,913000
145377,20,196,100,1,1,0,2010,2,64,19,7,2,0,0,0,1,465000
0,63,284,150,1,0,2,2020,2,64,1,4,1,1,0,1,0,2291000
0,57,85,114,1,0,1,2020,2,64,1,14,1,1,0,1,0,1191130
0,73,120,199,1,0,2,2020,0,64,10,12,1,1,0,1,0,4018400
0,73,120,199,1,0,2,2020,0,64,10,1,1,1,0,1,0,4255200
105000,73,120,180,1,1,2,2015,0,64,10,1,3,0,0,0,1,2350000
0,49,357,146,1,0,3,2020,2,64,1,6,1,1,0,1,0,2270000
0,27,190,190,1,0,2,2020,2,64,1,11,1,1,0,1,0,1959000
160000,36,440,175,1,1,0,2011,2,64,1,11,3,0,0,0,1,995000
0,73,120,199,1,0,2,2020,0,64,10,1,1,1,0,1,0,4254200
115000,13,315,52,0,1,1,2006,2,64,19,2,2,0,0,0,3,110000
0,73,120,199,1,0,2,2020,0,64,10,6,1,1,0,1,0,4147000
60000,32,383,211,2,1,0,2015,2,64,13,11,0,0,0,0,1,1397000
0,73,466,150,1,0,2,2020,2,64,1,12,1,1,0,1,0,2041980
0,44,223,330,2,0,0,2020,0,64,1,14,1,1,0,1,0,9295795
0,73,120,199,1,0,2,2020,0,64,10,7,1,1,0,1,0,4330300
0,44,225,330,2,0,0,2020,0,64,1,14,1,1,0,1,0,8650000
175000,37,397,126,2,1,1,1988,2,64,1,14,3,0,0,0,3,575000
0,49,361,181,1,0,1,2020,0,64,1,12,1,1,0,1,0,2617560
0,35,235,238,1,0,0,2020,2,64,1,14,1,1,0,1,0,4400000
0,63,284,150,1,0,2,2020,0,64,1,0,1,1,0,1,0,2583200
0,44,225,249,2,0,0,2020,0,64,1,12,1,1,0,1,0,8497400
0,44,221,245,2,0,0,2020,0,64,1,1,1,1,0,1,0,5150000
0,57,169,143,0,0,1,2020,2,64,1,11,1,1,0,1,0,1113645
76754,51,365,249,1,1,3,2015,2,64,1,1,3,0,0,0,1,1518000
0,44,185,197,2,0,0,2020,2,64,13,12,1,1,0,1,0,3953050
0,44,221,197,2,0,0,2020,2,64,1,12,1,1,0,1,0,4532000
204000,51,348,109,1,1,0,2011,2,64,10,1,2,0,1,0,2,550000
0,49,171,150,1,0,3,2019,2,64,1,7,1,1,0,1,0,2164000
0,51,462,143,0,0,0,2020,2,64,1,10,1,1,0,1,0,1354000
0,44,225,249,2,0,0,2020,0,64,1,14,1,1,0,1,0,8910000
0,44,225,330,2,0,0,2020,0,64,1,10,1,1,0,1,0,8642000
0,49,357,146,1,0,3,2020,2,64,1,10,1,1,0,1,0,1880000
0,27,189,190,1,0,2,2020,2,64,1,11,1,1,0,1,0,2079000
0,51,386,144,1,0,3,2020,2,64,1,10,1,1,0,1,0,1864000
140000,72,238,98,0,1,0,2013,2,64,13,14,2,0,0,0,1,299800
0,44,223,367,2,0,0,2020,2,64,1,12,1,1,0,1,0,8175800
2405,44,496,190,2,1,0,2019,0,64,10,14,3,0,0,0,1,6590000
84000,72,280,84,0,1,1,2011,2,64,19,4,2,0,0,0,3,175000
0,63,448,190,1,0,2,2020,2,64,16,14,1,1,0,1,0,3244414
0,51,526,144,1,0,3,2020,2,64,1,12,1,1,0,1,0,2112000
0,37,164,400,1,0,0,2020,2,64,1,4,1,1,0,1,0,6247000
168000,63,528,152,1,1,2,2016,2,64,1,1,3,0,0,0,1,920000
0,44,223,330,2,0,0,2020,0,35,1,12,1,1,0,1,0,7788520
54445,44,185,184,2,1,0,2017,2,64,5,12,0,0,0,0,3,2969000
0,49,357,146,1,0,3,2020,2,64,1,10,1,1,0,1,0,1950000
0,49,171,150,1,0,3,2019,2,64,1,1,1,1,0,1,0,2476000
0,51,526,144,1,0,3,2020,2,64,1,12,1,1,0,1,0,2016000
141000,70,401,158,1,1,3,2010,2,64,1,1,3,0,0,0,1,970000
0,49,357,146,1,0,3,2020,2,64,1,11,1,1,0,1,0,1830000
86730,32,383,211,2,1,0,2014,2,64,13,10,0,0,0,0,3,1227000
0,51,462,114,0,0,1,2020,2,64,1,1,1,1,0,1,0,1140000
10561,57,281,143,1,1,1,2018,2,64,1,6,3,0,0,0,1,1380000
77437,36,407,123,1,1,0,2016,2,64,13,6,2,0,0,0,2,779000
0,38,349,238,2,0,0,2020,2,64,1,11,1,1,0,1,0,3304000
20347,34,207,240,2,1,0,2018,0,64,1,7,3,0,0,0,1,3566000
0,49,357,146,1,0,3,2020,2,64,1,14,1,1,0,1,0,1756800
0,6,510,340,2,0,0,2020,2,64,1,11,1,1,0,1,0,7080000
45045,6,40,184,2,1,0,2017,2,64,8,12,3,0,0,0,2,2427598
114000,51,276,117,1,1,3,2011,2,65,1,1,2,0,0,0,2,659000
61888,3,66,190,2,1,2,2016,2,64,13,7,2,0,0,0,1,1899000
0,49,357,146,1,0,3,2020,2,64,1,1,1,1,0,1,0,1722350
160100,10,289,109,0,1,0,2012,2,97,19,14,2,0,0,0,2,389000
0,44,223,330,2,0,0,2020,0,64,1,14,1,1,0,1,0,8030000
141655,51,386,144,1,1,3,2014,2,64,1,1,2,0,0,0,1,1105000
144243,10,151,109,1,1,0,2014,2,64,19,1,2,0,0,0,3,545000
0,49,88,150,1,0,3,2020,2,64,1,11,1,1,0,1,0,1927000
202762,49,361,178,1,1,0,2013,0,64,1,11,3,0,0,0,1,1269000
89000,36,487,125,1,1,0,2013,2,64,4,0,2,0,0,0,1,699000
43650,63,284,150,1,1,2,2019,0,64,1,14,3,0,0,0,1,2179000
49290,70,401,180,1,1,0,2017,2,64,1,6,3,0,0,0,1,1999000
0,44,225,272,2,0,0,2020,0,64,1,14,1,1,0,1,0,9450000
135574,49,290,109,1,1,0,2008,2,97,13,11,2,0,0,0,2,380000
136068,6,2,136,2,1,0,2013,2,64,19,1,0,0,0,0,3,747000
108149,65,74,149,1,1,1,2012,2,64,1,14,2,0,0,0,1,575000
134255,10,95,115,0,1,0,2013,2,64,13,14,2,0,0,0,2,478000
0,49,357,227,1,0,0,2020,2,64,1,1,1,1,0,1,0,2639000
13704,44,453,367,2,1,0,2019,2,64,5,1,3,0,0,0,1,8193000
0,27,190,190,1,0,2,2020,2,64,1,14,1,1,0,1,0,1959000
123100,25,254,122,1,1,1,2012,2,64,1,14,3,0,0,0,2,499000
136000,49,359,178,1,1,0,2014,2,64,1,6,3,0,0,0,3,1539000
0,49,88,150,1,0,3,2020,2,64,1,1,1,1,0,1,0,1930000
117000,43,157,238,1,1,0,2007,2,64,1,14,3,0,0,0,3,479000
38689,44,226,585,2,1,0,2016,2,64,1,14,3,0,0,0,2,5224000
0,48,137,136,2,0,2,2020,2,64,16,1,1,1,0,1,0,2403120
185435,73,335,131,1,1,0,2008,0,64,10,14,2,0,0,0,3,1027000
85200,57,302,75,0,1,1,2008,2,64,13,11,2,0,0,0,2,270000
189140,72,12,64,0,1,1,1989,2,64,18,7,2,0,0,0,1,49000
33939,30,148,123,1,1,0,2019,2,64,1,11,2,0,0,0,1,1259000
0,51,526,144,1,0,3,2020,2,64,1,4,1,1,0,1,0,2230000
248043,30,438,123,0,1,0,2011,2,64,13,11,2,0,0,0,1,379000
132000,51,526,141,1,1,1,2013,2,64,1,10,3,0,0,0,1,945000
7300,30,438,123,0,1,0,2020,2,64,13,14,2,0,0,0,1,1099000
200000,72,19,77,0,1,1,2004,2,64,19,10,2,0,0,0,3,30000
0,51,386,144,1,0,1,2020,2,64,1,11,1,1,0,1,0,1741000
331940,70,144,122,1,1,3,2013,2,4,13,1,2,0,0,0,1,789000
133205,3,69,245,2,1,2,2011,0,64,13,14,3,0,0,0,1,1299000
153000,51,365,190,1,1,0,2012,0,64,1,10,3,0,0,0,1,1045000
128424,3,68,211,2,1,2,2011,2,64,8,10,3,0,0,0,2,1058000
0,51,526,144,1,0,3,2020,2,64,1,1,1,1,0,1,0,2094000
8,44,228,367,2,1,0,2020,2,64,1,14,3,0,0,0,1,8770000
0,51,386,144,1,0,3,2020,2,64,1,1,1,1,0,1,0,1896000
51000,36,407,123,1,1,0,2016,2,64,13,6,2,0,0,0,1,747000
74321,43,49,192,1,1,0,2017,2,64,13,1,2,0,0,0,2,1699000
159800,51,526,141,1,1,1,2007,2,64,1,11,3,0,0,0,1,685000
0,63,284,180,1,0,2,2020,2,64,1,11,1,1,0,1,0,2469500
162749,51,78,98,0,1,1,2006,2,64,19,12,2,0,0,0,3,220000
36847,6,504,150,2,1,0,2016,0,64,1,11,3,0,0,0,2,1855000
130614,3,379,170,2,1,2,2014,2,64,1,14,3,0,0,0,1,1395000
26744,38,349,150,2,1,3,2018,2,4,1,12,3,0,0,0,1,2599000
93960,73,466,150,1,1,2,2017,0,64,1,6,3,0,0,0,1,1970000
19681,51,276,117,1,1,3,2018,2,64,1,11,2,0,0,0,2,1199000
56080,44,185,194,2,1,0,2018,0,64,13,14,3,0,0,0,2,2920000
147841,63,191,70,1,1,1,2010,2,64,19,10,2,0,0,0,3,389000
0,51,386,144,1,0,3,2020,2,64,1,2,1,1,0,1,0,2047000
123200,20,286,136,1,1,1,2008,0,64,1,11,3,0,0,0,2,735000
0,49,357,167,1,0,3,2020,2,64,1,1,1,1,0,1,0,2362175
156000,51,365,231,1,1,0,2011,0,64,1,6,3,0,0,0,2,1105000
0,49,171,150,1,0,3,2019,2,64,1,11,1,1,0,1,0,2470050
47292,73,120,140,1,1,1,2017,0,64,10,12,2,0,0,0,1,2225000
0,51,386,115,1,0,1,2020,2,64,1,14,1,1,0,1,0,1557000
136000,36,125,122,1,1,1,2008,2,64,18,4,2,0,0,0,2,395000
49205,49,361,181,1,1,0,2017,0,64,1,14,3,0,0,0,1,2048000
0,27,189,150,1,0,2,2020,2,64,1,14,1,1,0,1,0,1669000
118000,49,357,147,1,1,3,2011,2,64,1,14,3,0,0,0,1,845000
271003,53,32,75,1,1,1,2004,2,64,19,11,2,0,0,0,3,169000
91474,52,87,115,1,1,2,2011,2,64,13,1,2,0,0,0,1,349000
280000,36,441,124,1,1,1,2010,2,64,19,14,2,0,0,0,2,460000
99757,49,359,178,1,1,0,2011,2,64,1,10,3,0,0,0,3,1363000
0,44,185,197,2,0,0,2020,2,64,13,12,1,1,0,1,0,3972000
0,51,526,144,1,0,3,2020,2,64,1,12,1,1,0,1,0,2112000
29070,3,478,230,2,1,2,2018,2,64,5,11,3,0,0,0,2,2798000
130000,37,397,313,2,1,0,2012,0,64,1,14,3,0,0,0,1,1499999
192266,73,371,105,0,1,0,2014,2,64,13,1,2,0,0,0,1,499000
0,51,386,144,1,0,3,2020,2,64,1,14,1,1,0,1,0,1945000
117000,30,270,150,1,1,0,2013,2,64,1,12,3,0,0,0,1,889000
146138,43,156,150,1,1,0,2014,2,64,1,11,2,0,0,0,1,1269000
165000,74,484,180,2,1,0,2011,2,64,16,11,2,0,0,0,3,557000
106000,20,196,105,1,1,2,2012,2,64,13,11,2,0,0,0,2,399000
0,49,88,150,1,0,3,2020,2,64,1,11,1,1,0,1,0,2031000
95287,73,371,105,0,1,0,2013,2,64,13,14,2,0,0,0,1,610000
240667,37,165,211,1,1,0,2016,0,64,1,11,3,0,0,0,1,2240000
0,49,357,167,1,0,3,2020,2,64,1,14,1,1,0,1,0,2381000
59298,57,169,143,0,1,1,2015,2,66,1,6,3,0,0,0,1,789000
133987,36,125,129,1,1,1,2013,2,64,16,12,2,0,0,0,1,697000
115913,10,95,101,0,1,0,2010,2,64,13,10,2,0,0,0,3,297000
0,49,357,227,1,0,0,2020,2,64,1,1,1,1,0,1,0,2612610
23652,36,354,150,1,1,0,2017,2,97,13,11,2,0,0,0,1,1460000
147000,20,204,80,0,1,2,2007,2,64,19,7,2,0,0,0,2,300000
200481,70,117,181,1,1,0,2013,2,64,13,0,2,0,0,0,1,1135000
0,49,357,146,1,0,3,2020,2,64,1,6,1,1,0,1,0,2060000
12888,30,263,275,1,1,1,2019,2,64,19,2,2,0,0,0,1,1779000
172345,30,173,132,1,1,0,2005,2,64,13,7,2,0,0,0,1,280000
0,49,357,146,1,0,3,2020,2,64,1,6,1,1,0,1,0,2270000
76000,44,453,333,2,1,0,2014,2,64,13,1,3,0,0,0,2,3199000
110000,53,28,120,1,1,1,2012,2,64,1,11,2,0,0,0,2,539000
80000,6,55,286,2,1,0,2001,2,64,13,4,0,0,0,0,3,985000
31016,73,363,180,1,1,2,2017,2,64,13,10,2,0,0,0,1,1865000
0,49,361,181,1,0,1,2020,0,64,1,6,1,1,0,1,0,2644000
119000,67,450,106,1,1,1,2008,2,64,19,10,2,0,0,0,1,479000
64910,44,131,211,2,1,2,2014,2,58,13,1,3,0,0,0,1,1740000
37908,44,185,184,2,1,0,2018,2,64,13,1,3,0,0,0,1,3199000
181000,3,384,249,2,1,0,2017,0,64,1,14,3,0,0,0,1,2999000
109000,25,257,98,0,1,1,2013,2,64,16,7,2,0,0,0,1,319000
81287,37,166,180,1,1,0,2017,0,64,1,10,3,0,0,0,2,2400000
45000,30,148,123,1,1,0,2018,2,64,1,11,2,0,0,0,1,1165000
146000,17,344,177,1,1,0,2008,0,64,1,7,3,0,0,0,3,679000
0,35,235,238,1,0,0,2020,2,64,1,11,1,1,0,1,0,4600000
0,49,357,146,1,0,3,2020,2,64,1,1,1,1,0,1,0,2196500
184540,3,71,310,2,1,0,2013,2,4,13,14,3,0,0,0,2,1799000
118000,3,382,211,2,1,2,2009,2,64,1,14,3,0,0,0,2,819000
378767,67,237,140,1,1,1,2008,2,64,1,14,3,0,0,0,1,470000
170001,36,125,129,1,1,0,2012,2,64,16,6,2,0,0,0,3,679000
80000,30,270,184,1,1,0,2013,0,64,1,11,3,0,0,0,2,1089000
0,49,357,146,1,0,3,2020,2,64,1,1,1,1,0,1,0,1982175
0,51,386,144,1,0,3,2020,2,64,1,1,1,1,0,1,0,1766000
110200,52,328,140,1,1,0,2014,2,64,1,1,2,0,0,0,2,809000
17879,30,148,123,1,1,0,2019,2,64,1,10,2,0,0,0,1,1359000
15,20,206,450,1,1,0,2020,2,65,11,14,3,0,0,0,1,8538819
105326,37,398,510,2,1,0,2014,2,64,1,14,3,0,0,0,1,3094000
1000,36,407,123,1,1,0,2020,2,64,13,7,2,0,0,0,1,1259800
0,44,160,150,2,0,0,2020,2,64,13,0,1,1,0,1,0,3498240
133000,37,165,190,2,1,0,2011,0,64,1,11,3,0,0,0,2,1239000
128600,51,78,102,0,1,1,2013,2,64,13,1,2,0,0,0,2,409000
0,51,462,143,0,0,1,2020,2,64,1,11,1,1,0,1,0,1318000
174090,44,338,224,2,1,0,2008,0,64,1,12,3,0,0,0,2,1090000
120000,51,386,144,1,1,3,2014,2,64,1,12,2,0,0,0,1,1150000
0,51,336,249,1,0,3,2020,2,64,1,1,1,1,0,1,0,3230000
165000,73,471,224,2,1,0,2007,0,64,1,14,3,0,0,0,2,825000
139110,28,73,200,1,1,0,2011,2,64,13,2,2,0,0,0,1,948000
137000,6,55,326,2,1,0,2009,2,65,13,14,0,0,0,0,3,949000
0,51,526,171,1,0,3,2020,2,64,1,14,1,1,0,1,0,2460000
82932,3,69,190,2,1,2,2018,2,64,13,14,2,0,0,0,1,2090000
98623,13,342,80,0,1,1,2010,2,64,13,14,2,0,0,0,2,120000
51746,57,281,114,1,1,3,2017,2,64,1,14,2,0,0,0,1,920000
0,44,160,150,2,0,0,2020,2,64,13,12,1,1,0,1,0,3474800
142000,30,438,123,0,1,0,2012,2,64,13,10,2,0,0,0,1,479000
0,49,357,227,1,0,0,2020,2,64,1,6,1,1,0,1,0,2660000
121000,3,69,180,2,1,3,2013,2,64,13,14,2,0,0,0,1,1070000
155000,73,363,152,1,1,2,2013,2,64,13,0,2,0,0,0,1,750000
105433,30,421,175,1,1,0,2015,2,64,1,1,3,0,0,0,1,1535000
99000,73,466,150,1,1,2,2012,2,64,1,10,2,0,0,0,1,719000
225000,51,367,405,1,1,0,2011,2,64,1,14,3,0,0,0,3,1370000
0,49,357,146,1,0,3,2020,2,64,1,1,1,1,0,1,0,2023975
0,63,284,150,1,0,2,2020,0,64,1,0,1,1,0,1,0,2500200
90240,30,438,107,0,1,0,2011,2,64,13,1,2,0,0,0,2,474000
98600,52,84,184,1,1,0,2014,0,64,1,1,3,0,0,0,1,955000
12078,30,438,123,0,1,0,2015,2,4,13,10,2,0,0,0,1,729000
58960,30,438,123,0,1,1,2016,2,64,13,1,2,0,0,0,1,730000
196311,73,335,84,2,1,1,2012,0,64,10,0,2,0,0,0,3,1318000
93100,20,196,105,1,1,2,2016,2,4,13,12,2,0,0,0,2,799000
125000,73,233,102,1,1,1,2012,2,64,19,14,2,0,0,0,2,519000
74312,38,176,184,2,1,0,2016,2,64,13,11,2,0,0,0,3,1863000
9825,3,384,249,2,1,0,2020,0,64,1,12,3,0,0,0,1,6271600
104249,30,421,171,1,1,0,2016,2,64,1,14,3,0,0,0,1,1780000
0,49,171,150,1,0,3,2019,2,64,1,10,1,1,0,1,0,2435000
208600,20,329,145,1,1,1,2007,2,64,13,2,2,0,0,0,3,399000
205066,36,407,123,1,1,0,2013,2,64,13,1,2,0,0,0,1,540000
127531,55,122,245,2,1,0,2013,0,64,1,1,3,0,0,0,3,2449000
0,74,518,249,2,0,0,2020,2,64,1,1,1,1,0,1,0,5801500
178002,57,423,105,1,1,1,2009,0,64,4,10,2,0,0,0,2,450000
9477,37,181,150,2,1,0,2020,0,64,1,1,3,0,0,0,1,3316000
156000,35,235,468,1,1,0,2012,2,64,1,14,3,0,0,0,2,1599000
71000,75,180,129,0,1,1,2009,2,64,13,7,2,0,0,0,1,215000
0,49,88,117,1,0,1,2020,2,64,1,8,1,1,0,1,0,1722000
137264,37,397,339,2,1,0,2013,0,64,1,12,3,0,0,0,3,3294000
1286,33,451,109,0,1,3,2020,2,64,19,14,2,0,0,0,1,967000
141000,10,345,80,0,1,1,2012,2,64,1,10,3,0,0,0,3,260000
137313,44,185,272,2,1,0,2011,2,64,13,0,3,0,0,0,3,1095000
34510,6,505,190,2,1,0,2019,0,64,1,11,3,0,0,0,1,2925000
0,6,510,249,2,0,0,2020,0,64,1,7,1,1,0,1,0,7460000
99674,3,65,125,2,1,2,2015,2,64,13,1,2,0,0,0,2,1086000
83783,30,270,150,1,1,0,2015,2,64,1,11,2,0,0,0,1,1035000
0,49,88,150,1,0,3,2020,2,64,1,1,1,1,0,1,0,2104000
96508,70,292,249,2,1,0,2018,0,64,1,14,3,0,0,0,2,5100000
20500,36,444,150,1,1,0,2019,2,64,1,10,2,0,0,0,1,1739000
51000,49,357,121,1,1,0,2017,3,64,1,1,3,0,1,0,1,2000000
98513,30,479,140,1,1,0,2008,2,64,1,7,2,0,0,0,1,670000
0,49,88,150,1,0,3,2020,2,64,1,14,1,1,0,1,0,2101000
13704,74,516,249,2,1,0,2019,2,64,1,14,3,0,0,0,1,3300000
48941,43,49,194,1,1,0,2019,2,64,13,11,2,0,0,0,1,1957000
125000,36,440,197,1,1,0,2012,0,64,1,11,3,0,0,0,2,1065000
0,49,357,146,1,0,3,2020,2,64,1,10,1,1,0,1,0,2240000
47000,56,394,106,0,1,0,2017,2,64,13,1,2,0,0,0,1,512000
119000,57,420,75,0,1,1,2012,2,64,19,14,2,0,0,0,1,335000
173957,51,336,249,1,1,3,2014,2,64,1,11,3,0,0,0,2,1265000
0,72,238,106,0,0,1,2020,2,64,13,6,1,1,0,1,0,649000
246512,43,27,150,1,1,1,2006,2,64,13,7,2,0,0,0,2,324000
109000,6,38,184,2,1,0,2017,2,64,13,1,3,0,0,0,1,1599000
139000,49,357,170,1,1,3,2011,2,64,1,11,3,0,0,0,2,850000
0,51,526,144,1,0,3,2020,2,64,1,12,1,1,0,1,0,2227000
147513,12,108,120,1,1,1,2010,2,64,19,1,2,0,0,0,3,365000
7350,6,59,320,2,1,0,2019,0,64,13,12,3,0,0,0,1,7349000
142000,73,466,170,1,1,0,2009,2,64,1,1,3,0,0,0,1,729000
0,49,88,150,1,0,3,2020,2,64,1,11,1,1,0,1,0,2101000
53000,36,407,107,1,1,0,2017,2,64,13,14,2,0,0,0,1,770000
113000,20,329,161,1,1,0,2011,2,64,13,11,2,0,0,0,1,619000
224560,28,73,154,1,1,0,1998,2,64,13,11,2,0,0,0,3,115000
5069,44,217,211,2,1,2,2019,2,64,1,11,3,0,0,0,2,2540000
25536,51,276,117,1,1,3,2017,2,64,1,14,2,0,0,0,1,1199000
32621,51,526,144,1,1,3,2017,2,64,1,4,3,0,0,0,1,1635000
0,49,357,167,1,0,3,2020,2,64,1,10,1,1,0,1,0,2356000
0,49,357,146,1,0,3,2020,2,64,1,6,1,1,0,1,0,1976000
61606,48,147,184,2,1,0,2014,2,64,1,1,3,0,0,0,2,1418000
67729,6,48,258,2,1,0,2014,0,64,13,14,3,0,0,0,2,2129000
42535,30,262,130,1,1,0,2013,2,64,18,1,2,0,0,0,1,655000
0,3,69,249,2,0,0,2020,0,64,13,14,1,1,0,1,0,4990000
151427,28,370,249,2,1,0,2011,2,64,1,10,3,0,0,0,2,1250000
135862,36,125,122,1,1,1,2010,2,64,19,7,2,0,0,0,1,488000
0,49,357,146,1,0,3,2020,2,64,1,11,1,1,0,1,0,1756800
110490,44,227,211,2,1,0,2013,2,64,1,12,3,0,0,0,2,1578000
142200,30,173,105,1,1,1,2004,2,4,13,0,2,0,0,0,1,299000
47380,30,438,107,0,1,1,2015,2,64,13,1,2,0,0,0,1,650000
0,38,349,150,2,0,3,2020,2,64,1,11,1,1,0,1,0,3057500
59797,6,40,190,2,1,0,2017,0,64,8,2,3,0,0,0,1,2187000
0,49,357,167,1,0,3,2020,2,64,1,1,1,1,0,1,0,2268125
108458,75,180,129,0,1,1,2008,2,64,13,10,2,0,0,0,3,197000
137000,10,118,230,1,1,0,2008,2,64,1,14,3,0,0,0,3,529000
27000,36,121,202,1,1,0,2017,0,64,10,14,2,0,0,0,1,2090000
73053,30,438,107,0,1,1,2014,2,64,19,14,2,0,0,0,2,525000
134857,20,196,145,1,1,0,2009,2,97,19,11,2,0,0,0,1,405000
61664,6,55,400,2,1,0,2018,0,64,13,14,3,0,0,0,1,4249000
99553,36,407,123,1,1,0,2014,2,64,13,12,2,0,0,0,1,649000
84000,6,48,306,2,1,0,2009,2,64,8,11,0,0,0,0,1,1349000
145536,63,350,152,1,1,1,2012,2,64,8,14,2,0,0,0,3,600000
104291,53,33,120,1,1,0,2012,2,64,19,7,2,0,0,0,1,490000
119895,53,43,120,1,1,0,2012,2,64,13,1,2,0,0,0,2,447000
108308,48,147,122,2,1,0,2011,2,65,1,7,2,0,0,0,2,830000
0,44,185,197,2,0,0,2020,2,64,13,14,1,1,0,1,0,4113000
79368,36,327,250,1,1,0,2017,0,64,1,1,3,0,0,0,2,2579000
149000,70,144,110,1,1,0,2003,2,64,19,11,2,0,0,0,2,385000
111000,52,87,115,1,1,2,2011,2,64,13,1,2,0,0,0,2,420000
81584,49,357,146,1,1,3,2017,2,64,1,10,2,0,0,0,1,1319000
117000,19,76,77,1,1,1,2009,2,64,13,7,2,0,0,0,3,210000
83355,6,505,190,2,1,0,2014,0,64,1,1,3,0,0,0,1,1799000
115000,44,453,435,2,1,0,2011,2,64,13,14,3,0,0,0,3,1299000
199779,36,440,197,1,1,0,2014,0,64,1,0,3,0,0,0,2,1224000
0,74,518,249,2,0,0,2020,2,64,1,11,1,1,0,1,0,5628900
